run_id,clock_target_mhz,clock_applied_mhz,avg_clock_mhz,runtime_s,avg_power_w,energy_j,log_path
clk1965_r3_20260411_105739,1965,1965,1968.4375,4.2724,37.4410,159.9635,data\raw\memory\logs\36_chunk_merge\clk1965_r3_20260411_105739_power.csv
clk1905_r1_20260411_105752,1905,1905,1909.8913,4.2868,37.1303,159.1716,data\raw\memory\logs\36_chunk_merge\clk1905_r1_20260411_105752_power.csv
clk1905_r2_20260411_105804,1905,1905,1909.6875,4.2895,37.0230,158.8092,data\raw\memory\logs\36_chunk_merge\clk1905_r2_20260411_105804_power.csv
clk1905_r3_20260411_105815,1905,1905,1909.7368,4.2831,36.8977,158.0358,data\raw\memory\logs\36_chunk_merge\clk1905_r3_20260411_105815_power.csv
clk1845_r1_20260411_105829,1845,1845,1851.1290,4.3036,36.9314,158.9383,data\raw\memory\logs\36_chunk_merge\clk1845_r1_20260411_105829_power.csv
clk1845_r2_20260411_105840,1845,1845,1853.8144,4.3042,36.0402,155.1256,data\raw\memory\logs\36_chunk_merge\clk1845_r2_20260411_105840_power.csv
clk1845_r3_20260411_105852,1845,1845,1850.8763,4.2996,36.3838,156.4374,data\raw\memory\logs\36_chunk_merge\clk1845_r3_20260411_105852_power.csv
clk1785_r1_20260411_105907,1785,1785,1792.4194,4.3137,35.8349,154.5821,data\raw\memory\logs\36_chunk_merge\clk1785_r1_20260411_105907_power.csv
clk1785_r2_20260411_105918,1785,1785,1795.7812,4.3160,35.3666,152.6418,data\raw\memory\logs\36_chunk_merge\clk1785_r2_20260411_105918_power.csv
clk1785_r3_20260411_105930,1785,1785,1792.1134,4.3174,35.8448,154.7572,data\raw\memory\logs\36_chunk_merge\clk1785_r3_20260411_105930_power.csv
clk1725_r1_20260411_105944,1725,1725,1733.6170,4.3335,35.0871,152.0506,data\raw\memory\logs\36_chunk_merge\clk1725_r1_20260411_105944_power.csv
clk1725_r2_20260411_105955,1725,1725,1737.5258,4.3371,34.5730,149.9472,data\raw\memory\logs\36_chunk_merge\clk1725_r2_20260411_105955_power.csv
clk1725_r3_20260411_110008,1725,1725,1733.3505,4.3339,34.3336,148.7989,data\raw\memory\logs\36_chunk_merge\clk1725_r3_20260411_110008_power.csv
clk1665_r1_20260411_110021,1665,1665,1674.8936,4.3562,34.1748,148.8717,data\raw\memory\logs\36_chunk_merge\clk1665_r1_20260411_110021_power.csv
clk1665_r2_20260411_110033,1665,1665,1679.2347,4.3546,33.7513,146.9723,data\raw\memory\logs\36_chunk_merge\clk1665_r2_20260411_110033_power.csv
clk1665_r3_20260411_110045,1665,1665,1679.2347,4.3579,33.7436,147.0509,data\raw\memory\logs\36_chunk_merge\clk1665_r3_20260411_110045_power.csv
clk1605_r1_20260411_110059,1605,1605,1616.1702,4.3761,33.5963,147.0214,data\raw\memory\logs\36_chunk_merge\clk1605_r1_20260411_110059_power.csv
clk1605_r2_20260411_110111,1605,1605,1615.7143,4.3794,33.0286,144.6465,data\raw\memory\logs\36_chunk_merge\clk1605_r2_20260411_110111_power.csv
clk1605_r3_20260411_110123,1605,1605,1621.0714,4.3776,33.1500,145.1177,data\raw\memory\logs\36_chunk_merge\clk1605_r3_20260411_110123_power.csv
clk1545_r1_20260411_110137,1545,1545,1557.3158,4.4057,32.6640,143.9078,data\raw\memory\logs\36_chunk_merge\clk1545_r1_20260411_110137_power.csv
clk1545_r2_20260411_110149,1545,1545,1562.9082,4.4061,32.0832,141.3619,data\raw\memory\logs\36_chunk_merge\clk1545_r2_20260411_110149_power.csv
clk1545_r3_20260411_110201,1545,1545,1562.9082,4.4009,32.2558,141.9545,data\raw\memory\logs\36_chunk_merge\clk1545_r3_20260411_110201_power.csv
clk1485_r1_20260411_110215,1485,1485,1498.5789,4.4392,31.9012,141.6154,data\raw\memory\logs\36_chunk_merge\clk1485_r1_20260411_110215_power.csv
clk1485_r2_20260411_110227,1485,1485,1498.1633,4.4403,31.9898,142.0454,data\raw\memory\logs\36_chunk_merge\clk1485_r2_20260411_110227_power.csv
clk1485_r3_20260411_110239,1485,1485,1504.5455,4.4403,31.5830,140.2378,data\raw\memory\logs\36_chunk_merge\clk1485_r3_20260411_110239_power.csv
clk1425_r1_20260411_110253,1425,1425,1439.6875,4.4647,31.4152,140.2608,data\raw\memory\logs\36_chunk_merge\clk1425_r1_20260411_110253_power.csv
clk1425_r2_20260411_110305,1425,1425,1446.1500,4.4613,31.0630,138.5798,data\raw\memory\logs\36_chunk_merge\clk1425_r2_20260411_110305_power.csv
clk1425_r3_20260411_110318,1425,1425,1439.1000,4.4631,30.7009,137.0208,data\raw\memory\logs\36_chunk_merge\clk1425_r3_20260411_110318_power.csv
clk1365_r1_20260411_110332,1365,1365,1380.7732,4.5379,30.4771,138.3020,data\raw\memory\logs\36_chunk_merge\clk1365_r1_20260411_110332_power.csv
clk1365_r2_20260411_110344,1365,1365,1387.7228,4.5381,30.0669,136.4474,data\raw\memory\logs\36_chunk_merge\clk1365_r2_20260411_110344_power.csv
clk1365_r3_20260411_110356,1365,1365,1387.7228,4.5370,29.8721,135.5294,data\raw\memory\logs\36_chunk_merge\clk1365_r3_20260411_110356_power.csv
clk1305_r1_20260411_110411,1305,1305,1321.6667,4.5830,29.6311,135.8003,data\raw\memory\logs\36_chunk_merge\clk1305_r1_20260411_110411_power.csv
clk1305_r2_20260411_110423,1305,1305,1329.0291,4.5823,29.2472,134.0179,data\raw\memory\logs\36_chunk_merge\clk1305_r2_20260411_110423_power.csv
clk1305_r3_20260411_110436,1305,1305,1321.3366,4.5944,29.3170,134.6934,data\raw\memory\logs\36_chunk_merge\clk1305_r3_20260411_110436_power.csv
